Datum;Gemeentecode;Aantal
2020-03-28;1641;13
2020-03-28;1652;82
2020-03-28;1655;12
2020-03-28;1658;12
2020-03-28;1659;39
2020-03-28;1667;5
2020-03-28;1669;14
2020-03-28;1674;25
2020-03-28;1676;9
2020-03-28;1680;4
2020-03-28;1681;1
2020-03-28;1684;10
2020-03-28;1685;44
2020-03-28;1690;7
2020-03-28;1695;2
2020-03-28;1696;5
2020-03-28;1699;3
2020-03-28;1700;5
2020-03-28;1701;4
2020-03-28;1702;21
2020-03-28;1705;25
2020-03-28;1706;42
2020-03-28;1708;8
2020-03-28;1709;10
2020-03-28;1711;28
2020-03-28;1714;6
2020-03-28;1719;26
2020-03-28;1721;95
2020-03-28;1723;21
2020-03-28;1724;14
2020-03-28;1728;18
2020-03-28;1729;8
2020-03-28;1730;16
2020-03-28;1731;4
2020-03-28;1734;54
2020-03-28;1735;17
2020-03-28;1740;20
2020-03-28;1742;17
2020-03-28;1771;22
2020-03-28;1773;6
2020-03-28;1774;30
2020-03-28;1783;45
2020-03-28;1842;4
2020-03-28;1859;2
2020-03-28;1876;9
2020-03-28;1883;102
2020-03-28;1884;6
2020-03-28;1891;1
2020-03-28;1892;15
2020-03-28;1894;119
2020-03-28;1895;2
2020-03-28;1896;38
2020-03-28;1900;19
2020-03-28;1901;10
2020-03-28;1903;43
2020-03-28;1904;31
2020-03-28;1911;18
2020-03-28;1916;21
2020-03-28;1924;92
2020-03-28;1926;24
2020-03-28;1930;37
2020-03-28;1931;30
2020-03-28;1940;17
2020-03-28;1942;25
2020-03-28;1945;53
2020-03-28;1948;207
2020-03-28;1949;3
2020-03-28;1950;3
2020-03-28;1952;6
2020-03-28;1954;37
2020-03-28;1955;6
2020-03-28;1959;41
2020-03-28;1960;34
2020-03-28;1961;27
2020-03-28;1963;55
2020-03-28;1966;7
2020-03-28;1969;16
2020-03-28;1970;4
2020-03-28;1978;18
2020-03-29;-1;305
2020-03-29;3;1
2020-03-29;10;7
2020-03-29;14;87
2020-03-29;24;1
2020-03-29;34;57
2020-03-29;37;1
2020-03-29;47;2
2020-03-29;50;8
2020-03-29;59;2
2020-03-29;72;4
2020-03-29;74;8
2020-03-29;80;23
2020-03-29;85;1
2020-03-29;86;7
2020-03-29;90;8
2020-03-29;98;3
2020-03-29;106;12
2020-03-29;109;20
2020-03-29;114;14
2020-03-29;118;12
2020-03-29;119;8
2020-03-29;141;19
2020-03-29;147;19
2020-03-29;148;16
2020-03-29;150;46
2020-03-29;153;55
2020-03-29;158;10
2020-03-29;160;20
2020-03-29;163;12
2020-03-29;164;32
2020-03-29;166;62
2020-03-29;168;3
2020-03-29;171;11
2020-03-29;173;19
2020-03-29;175;10
2020-03-29;177;17
2020-03-29;180;5
2020-03-29;183;13
2020-03-29;184;14
2020-03-29;189;9
2020-03-29;193;79
2020-03-29;197;5
2020-03-29;200;53
2020-03-29;202;59
2020-03-29;203;20
2020-03-29;209;23
2020-03-29;213;8
2020-03-29;214;8
2020-03-29;216;18
2020-03-29;221;6
2020-03-29;222;23
2020-03-29;225;16
2020-03-29;226;6
2020-03-29;228;49
2020-03-29;230;16
2020-03-29;232;29
2020-03-29;233;20
2020-03-29;243;22
2020-03-29;244;10
2020-03-29;246;34
2020-03-29;252;19
2020-03-29;262;14
2020-03-29;263;11
2020-03-29;267;18
2020-03-29;268;178
2020-03-29;269;28
2020-03-29;273;6
2020-03-29;274;19
2020-03-29;275;34
2020-03-29;277;2
2020-03-29;279;4
2020-03-29;281;29
2020-03-29;285;18
2020-03-29;289;8
2020-03-29;293;4
2020-03-29;294;4
2020-03-29;296;38
2020-03-29;297;16
2020-03-29;299;20
2020-03-29;301;15
2020-03-29;302;45
2020-03-29;303;13
2020-03-29;307;68
2020-03-29;308;7
2020-03-29;310;39
2020-03-29;312;10
2020-03-29;313;4
2020-03-29;317;1
2020-03-29;321;56
2020-03-29;327;19
2020-03-29;331;17
2020-03-29;335;14
2020-03-29;339;1
2020-03-29;340;6
2020-03-29;342;29
2020-03-29;344;290
2020-03-29;345;15
2020-03-29;351;7
2020-03-29;352;10
2020-03-29;353;34
2020-03-29;355;44
2020-03-29;356;30
2020-03-29;358;17
2020-03-29;361;45
2020-03-29;362;75
2020-03-29;363;530
2020-03-29;370;4
2020-03-29;373;22
2020-03-29;375;20
2020-03-29;376;6
2020-03-29;377;19
2020-03-29;383;20
2020-03-29;384;8
2020-03-29;385;14
2020-03-29;388;17
2020-03-29;392;81
2020-03-29;394;53
2020-03-29;396;22
2020-03-29;397;27
2020-03-29;398;27
2020-03-29;399;16
2020-03-29;400;11
2020-03-29;402;24
2020-03-29;405;22
2020-03-29;406;13
2020-03-29;415;8
2020-03-29;416;15
2020-03-29;417;8
2020-03-29;420;19
2020-03-29;431;7
2020-03-29;432;3
2020-03-29;437;9
2020-03-29;439;56
2020-03-29;441;16
2020-03-29;448;3
2020-03-29;450;8
2020-03-29;451;17
2020-03-29;453;38
2020-03-29;457;10
2020-03-29;473;10
2020-03-29;479;56
2020-03-29;482;7
2020-03-29;484;41
2020-03-29;489;29
2020-03-29;498;5
2020-03-29;501;11
2020-03-29;502;42
2020-03-29;503;32
2020-03-29;505;42
2020-03-29;512;17
2020-03-29;513;37
2020-03-29;518;176
2020-03-29;523;7
2020-03-29;530;15
2020-03-29;531;6
2020-03-29;532;20
2020-03-29;534;5
2020-03-29;537;21
2020-03-29;542;13
2020-03-29;546;37
2020-03-29;547;7
2020-03-29;553;4
2020-03-29;556;14
2020-03-29;569;10
2020-03-29;575;17
2020-03-29;579;13
2020-03-29;589;21
2020-03-29;590;7
2020-03-29;597;33
2020-03-29;599;341
2020-03-29;603;17
2020-03-29;606;27
2020-03-29;610;6
2020-03-29;613;24
2020-03-29;614;11
2020-03-29;622;35
2020-03-29;626;8
2020-03-29;627;9
2020-03-29;629;6
2020-03-29;632;40
2020-03-29;637;26
2020-03-29;638;3
2020-03-29;642;15
2020-03-29;654;7
2020-03-29;664;16
2020-03-29;668;17
2020-03-29;677;3
2020-03-29;678;2
2020-03-29;687;13
2020-03-29;703;7
2020-03-29;715;18
2020-03-29;716;30
2020-03-29;717;9
2020-03-29;718;10
2020-03-29;736;19
2020-03-29;737;4
2020-03-29;743;15
2020-03-29;744;3
2020-03-29;748;17
2020-03-29;753;25
2020-03-29;755;59
2020-03-29;756;19
2020-03-29;757;24
2020-03-29;758;237
2020-03-29;762;53
2020-03-29;765;2
2020-03-29;766;18
2020-03-29;770;20
2020-03-29;772;139
2020-03-29;777;51
2020-03-29;779;12
2020-03-29;784;27
2020-03-29;785;34
2020-03-29;786;22
2020-03-29;788;22
2020-03-29;794;100
2020-03-29;796;131
2020-03-29;797;44
2020-03-29;798;13
2020-03-29;809;31
2020-03-29;815;11
2020-03-29;820;14
2020-03-29;823;14
2020-03-29;824;25
2020-03-29;826;40
2020-03-29;828;154
2020-03-29;840;10
2020-03-29;845;32
2020-03-29;847;27
2020-03-29;848;24
2020-03-29;851;17
2020-03-29;852;12
2020-03-29;855;306
2020-03-29;856;142
2020-03-29;858;31
2020-03-29;861;26
2020-03-29;865;36
2020-03-29;866;7
2020-03-29;867;59
2020-03-29;873;6
2020-03-29;879;24
2020-03-29;880;8
2020-03-29;882;29
2020-03-29;888;15
2020-03-29;889;15
2020-03-29;893;2
2020-03-29;899;26
2020-03-29;907;14
2020-03-29;917;78
2020-03-29;928;34
2020-03-29;935;173
2020-03-29;938;12
2020-03-29;944;8
2020-03-29;946;27
2020-03-29;957;32
2020-03-29;965;12
2020-03-29;971;32
2020-03-29;981;8
2020-03-29;983;86
2020-03-29;984;31
2020-03-29;986;10
2020-03-29;988;41
2020-03-29;994;13
2020-03-29;995;31
2020-03-29;1507;32
2020-03-29;1509;10
2020-03-29;1525;13
2020-03-29;1581;30
2020-03-29;1586;11
2020-03-29;1598;10
2020-03-29;1621;47
2020-03-29;1640;45
2020-03-29;1641;13
2020-03-29;1652;90
2020-03-29;1655;13
2020-03-29;1658;16
2020-03-29;1659;44
2020-03-29;1667;6
2020-03-29;1669;14
2020-03-29;1674;26
2020-03-29;1676;10
2020-03-29;1680;4
2020-03-29;1681;2
2020-03-29;1684;10
2020-03-29;1685;47
2020-03-29;1690;7
2020-03-29;1695;2
2020-03-29;1696;5
2020-03-29;1699;5
2020-03-29;1700;6
2020-03-29;1701;5
2020-03-29;1702;30
2020-03-29;1705;27
2020-03-29;1706;55
2020-03-29;1708;10
2020-03-29;1709;10
2020-03-29;1711;29
2020-03-29;1714;6
2020-03-29;1719;30
2020-03-29;1721;104
2020-03-29;1723;24
2020-03-29;1724;14
2020-03-29;1728;18
2020-03-29;1729;10
2020-03-29;1730;17
2020-03-29;1731;5
2020-03-29;1734;60
2020-03-29;1735;17
2020-03-29;1740;31
2020-03-29;1742;21
2020-03-29;1771;24
2020-03-29;1773;8
2020-03-29;1774;32
2020-03-29;1783;58
2020-03-29;1842;4
2020-03-29;1859;5
2020-03-29;1876;11
2020-03-29;1883;106
2020-03-29;1884;6
2020-03-29;1891;3
2020-03-29;1892;16
2020-03-29;1894;134
2020-03-29;1895;2
2020-03-29;1896;43
2020-03-29;1900;22
2020-03-29;1901;11
2020-03-29;1903;48
2020-03-29;1904;33
2020-03-29;1911;23
2020-03-29;1916;21
2020-03-29;1924;102
2020-03-29;1926;26
2020-03-29;1930;38
2020-03-29;1931;33
2020-03-29;1940;21
2020-03-29;1942;25
2020-03-29;1945;64
2020-03-29;1948;227
2020-03-29;1949;6
2020-03-29;1950;4
2020-03-29;1952;6
2020-03-29;1954;39
2020-03-29;1955;10
2020-03-29;1959;41
2020-03-29;1960;34
2020-03-29;1961;36
2020-03-29;1963;60
2020-03-29;1966;9
2020-03-29;1969;18
2020-03-29;1970;6
2020-03-29;1978;19
2020-03-30;-1;310
2020-03-30;3;1
2020-03-30;10;7
2020-03-30;14;88
2020-03-30;24;1
2020-03-30;34;60
2020-03-30;37;1
2020-03-30;47;2
2020-03-30;50;9
2020-03-30;59;2
2020-03-30;72;4
2020-03-30;74;9
2020-03-30;80;23
2020-03-30;85;1
2020-03-30;86;7
2020-03-30;90;10
2020-03-30;98;3
2020-03-30;106;12
2020-03-30;109;20
2020-03-30;114;15
2020-03-30;118;13
2020-03-30;119;8
2020-03-30;141;20
2020-03-30;147;21
2020-03-30;148;16
2020-03-30;150;53
2020-03-30;153;55
2020-03-30;158;10
2020-03-30;160;21
2020-03-30;163;14
2020-03-30;164;40
2020-03-30;166;69
2020-03-30;168;3
2020-03-30;171;11
2020-03-30;173;22
2020-03-30;175;10
2020-03-30;177;20
2020-03-30;180;6
2020-03-30;183;14
2020-03-30;184;14
2020-03-30;189;9
2020-03-30;193;92
2020-03-30;197;5
2020-03-30;200;60
2020-03-30;202;63
2020-03-30;203;22
2020-03-30;209;24
2020-03-30;213;8
2020-03-30;214;9
2020-03-30;216;20
2020-03-30;221;6
2020-03-30;222;24
2020-03-30;225;18
2020-03-30;226;7
2020-03-30;228;50
2020-03-30;230;18
2020-03-30;232;33
2020-03-30;233;23
2020-03-30;243;25
2020-03-30;244;12
2020-03-30;246;40
2020-03-30;252;20
2020-03-30;262;14
2020-03-30;263;12
2020-03-30;267;18
2020-03-30;268;197
2020-03-30;269;30
2020-03-30;273;6
2020-03-30;274;21
2020-03-30;275;35
2020-03-30;277;2
2020-03-30;279;4
2020-03-30;281;33
2020-03-30;285;20
2020-03-30;289;8
2020-03-30;293;5
2020-03-30;294;4
2020-03-30;296;43
2020-03-30;297;16
2020-03-30;299;21
2020-03-30;301;16
2020-03-30;302;52
2020-03-30;303;13
2020-03-30;307;69
2020-03-30;308;7
2020-03-30;310;42
2020-03-30;312;10
2020-03-30;313;6
2020-03-30;317;2
2020-03-30;321;58
2020-03-30;327;19
2020-03-30;331;17
2020-03-30;335;15
2020-03-30;339;1
2020-03-30;340;6
2020-03-30;342;30
2020-03-30;344;307
2020-03-30;345;20
2020-03-30;351;8
2020-03-30;352;11
2020-03-30;353;38
2020-03-30;355;47
2020-03-30;356;33
2020-03-30;358;18
2020-03-30;361;49
2020-03-30;362;81
2020-03-30;363;571
2020-03-30;370;6
2020-03-30;373;23
2020-03-30;375;22
2020-03-30;376;6
2020-03-30;377;19
2020-03-30;383;24
2020-03-30;384;9
2020-03-30;385;16
2020-03-30;388;18
2020-03-30;392;86
2020-03-30;394;61
2020-03-30;396;27
2020-03-30;397;32
2020-03-30;398;31
2020-03-30;399;17
2020-03-30;400;11
2020-03-30;402;25
2020-03-30;405;23
2020-03-30;406;13
2020-03-30;415;8
2020-03-30;416;16
2020-03-30;417;8
2020-03-30;420;22
2020-03-30;431;8
2020-03-30;432;3
2020-03-30;437;10
2020-03-30;439;63
2020-03-30;441;19
2020-03-30;448;3
2020-03-30;450;9
2020-03-30;451;17
2020-03-30;453;40
2020-03-30;457;10
2020-03-30;473;10
2020-03-30;479;75
2020-03-30;482;7
2020-03-30;484;44
2020-03-30;489;30
2020-03-30;498;7
2020-03-30;501;11
2020-03-30;502;44
2020-03-30;503;34
2020-03-30;505;46
2020-03-30;512;25
2020-03-30;513;43
2020-03-30;518;182
2020-03-30;523;10
2020-03-30;530;15
2020-03-30;531;6
2020-03-30;532;20
2020-03-30;534;6
2020-03-30;537;24
2020-03-30;542;15
2020-03-30;546;39
2020-03-30;547;7
2020-03-30;553;4
2020-03-30;556;15
2020-03-30;569;10
2020-03-30;575;17
2020-03-30;579;15
2020-03-30;589;25
2020-03-30;590;7
2020-03-30;597;34
2020-03-30;599;375
2020-03-30;603;20
2020-03-30;606;31
2020-03-30;610;7
2020-03-30;613;25
2020-03-30;614;12
2020-03-30;622;43
2020-03-30;626;8
2020-03-30;627;9
2020-03-30;629;6
2020-03-30;632;44
2020-03-30;637;28
2020-03-30;638;3
2020-03-30;642;18
2020-03-30;654;7
2020-03-30;664;17
2020-03-30;668;19
2020-03-30;677;6
2020-03-30;678;2
2020-03-30;687;14
2020-03-30;703;7
2020-03-30;715;20
2020-03-30;716;34
2020-03-30;717;9
2020-03-30;718;13
2020-03-30;736;24
2020-03-30;737;4
2020-03-30;743;17
2020-03-30;744;3
2020-03-30;748;17
2020-03-30;753;27
2020-03-30;755;61
2020-03-30;756;25
2020-03-30;757;26
2020-03-30;758;245
2020-03-30;762;58
2020-03-30;765;3
2020-03-30;766;21
2020-03-30;770;23
2020-03-30;772;143
2020-03-30;777;54
2020-03-30;779;15
2020-03-30;784;29
2020-03-30;785;34
2020-03-30;786;25
2020-03-30;788;23
2020-03-30;794;105
2020-03-30;796;150
2020-03-30;797;46
2020-03-30;798;13
2020-03-30;809;31
2020-03-30;815;11
2020-03-30;820;16
2020-03-30;823;14
2020-03-30;824;27
2020-03-30;826;44
2020-03-30;828;174
2020-03-30;840;10
2020-03-30;845;33
2020-03-30;847;29
2020-03-30;848;24
2020-03-30;851;17
2020-03-30;852;14
2020-03-30;855;330
2020-03-30;856;154
2020-03-30;858;36
2020-03-30;861;28
2020-03-30;865;38
2020-03-30;866;8
2020-03-30;867;59
2020-03-30;873;6
2020-03-30;879;25
2020-03-30;880;13
2020-03-30;882;32
2020-03-30;888;15
2020-03-30;889;15
2020-03-30;893;4
2020-03-30;899;31
2020-03-30;907;19
2020-03-30;917;87
2020-03-30;928;36
2020-03-30;935;185
2020-03-30;938;13
2020-03-30;944;8
2020-03-30;946;27
2020-03-30;957;38
2020-03-30;965;14
2020-03-30;971;34
2020-03-30;981;9
2020-03-30;983;96
2020-03-30;984;37
2020-03-30;986;13
2020-03-30;988;43
2020-03-30;994;15
2020-03-30;995;34
2020-03-30;1507;34
2020-03-30;1509;10
2020-03-30;1525;13
2020-03-30;1581;32
2020-03-30;1586;11
2020-03-30;1598;10
2020-03-30;1621;49
2020-03-30;1640;52
2020-03-30;1641;13
2020-03-30;1652;94
2020-03-30;1655;14
2020-03-30;1658;16
2020-03-30;1659;45
2020-03-30;1667;7
2020-03-30;1669;18
2020-03-30;1674;26
2020-03-30;1676;10
2020-03-30;1680;5
2020-03-30;1681;2
2020-03-30;1684;14
2020-03-30;1685;50
2020-03-30;1690;7
2020-03-30;1695;2
2020-03-30;1696;5
2020-03-30;1699;5
2020-03-30;1700;8
2020-03-30;1701;6
2020-03-30;1702;31
2020-03-30;1705;28
2020-03-30;1706;58
2020-03-30;1708;10
2020-03-30;1709;12
2020-03-30;1711;32
2020-03-30;1714;6
2020-03-30;1719;30
2020-03-30;1721;117
2020-03-30;1723;26
2020-03-30;1724;14
2020-03-30;1728;21
2020-03-30;1729;11
2020-03-30;1730;17
2020-03-30;1731;5
2020-03-30;1734;61
2020-03-30;1735;18
2020-03-30;1740;33
2020-03-30;1742;21
2020-03-30;1771;26
2020-03-30;1773;9
2020-03-30;1774;34
2020-03-30;1783;61
2020-03-30;1842;4
2020-03-30;1859;5
2020-03-30;1876;11
2020-03-30;1883;114
2020-03-30;1884;8
2020-03-30;1891;3
2020-03-30;1892;17
2020-03-30;1894;140
2020-03-30;1895;2
2020-03-30;1896;45
2020-03-30;1900;23
2020-03-30;1901;12
2020-03-30;1903;53
2020-03-30;1904;34
2020-03-30;1911;25
2020-03-30;1916;24
2020-03-30;1924;112
2020-03-30;1926;29
2020-03-30;1930;40
2020-03-30;1931;38
2020-03-30;1940;22
2020-03-30;1942;26
2020-03-30;1945;69
2020-03-30;1948;243
2020-03-30;1949;6
2020-03-30;1950;4
2020-03-30;1952;8
2020-03-30;1954;43
2020-03-30;1955;10
2020-03-30;1959;44
2020-03-30;1960;36
2020-03-30;1961;47
2020-03-30;1963;62
2020-03-30;1966;9
2020-03-30;1969;20
2020-03-30;1970;6
2020-03-30;1978;23
2020-04-08;3;2
2020-04-08;10;12
2020-04-08;14;119
2020-04-08;24;2
2020-04-08;34;131
2020-04-08;37;2
2020-04-08;47;5
2020-04-08;50;15
2020-04-08;59;5
2020-04-08;72;5
2020-04-08;74;32
2020-04-08;80;42
2020-04-08;85;2
2020-04-08;86;11
2020-04-08;90;16
2020-04-08;93;1
2020-04-08;98;5
2020-04-08;106;22
2020-04-08;109;31
2020-04-08;114;36
2020-04-08;118;27
2020-04-08;119;21
2020-04-08;141;47
2020-04-08;147;34
2020-04-08;148;37
2020-04-08;150;87
2020-04-08;153;117
2020-04-08;158;24
2020-04-08;160;74
2020-04-08;163;36
2020-04-08;164;69
2020-04-08;166;142
2020-04-08;168;11
2020-04-08;171;19
2020-04-08;173;29
2020-04-08;175;26
2020-04-08;177;39
2020-04-08;180;25
2020-04-08;183;50
2020-04-08;184;28
2020-04-08;189;19
2020-04-08;193;170
2020-04-08;197;17
2020-04-08;200;123
2020-04-08;202;111
2020-04-08;203;53
2020-04-08;209;36
2020-04-08;213;17
2020-04-08;214;19
2020-04-08;216;36
2020-04-08;221;10
2020-04-08;222;40
2020-04-08;225;37
2020-04-08;226;21
2020-04-08;228;96
2020-04-08;230;41
2020-04-08;232;55
2020-04-08;233;49
2020-04-08;243;48
2020-04-08;244;25
2020-04-08;246;64
2020-04-08;252;36
2020-04-08;262;21
2020-04-08;263;19
2020-04-08;267;37
2020-04-08;268;319
2020-04-08;269;59
2020-04-08;273;14
2020-04-08;274;32
2020-04-08;275;49
2020-04-08;277;2
2020-04-08;279;13
2020-04-08;281;46
2020-04-08;285;34
2020-04-08;289;17
2020-04-08;293;11
2020-04-08;294;9
2020-04-08;296;64
2020-04-08;297;29
2020-04-08;299;41
2020-04-08;301;33
2020-04-08;302;84
2020-04-08;303;37
2020-04-08;307;100
2020-04-08;308;20
2020-04-08;310;68
2020-04-08;312;18
2020-04-08;313;19
2020-04-08;317;7
2020-04-08;321;71
2020-04-08;327;29
2020-04-08;331;25
2020-04-08;335;28
2020-04-08;339;8
2020-04-08;340;12
2020-04-08;342;53
2020-04-08;344;470
2020-04-08;345;54
2020-04-08;351;18
2020-04-08;352;15
2020-04-08;353;53
2020-04-08;355;76
2020-04-08;356;58
2020-04-08;358;24
2020-04-08;361;116
2020-04-08;362;155
2020-04-08;363;939
2020-04-08;370;7
2020-04-08;373;37
2020-04-08;375;47
2020-04-08;376;11
2020-04-08;377;33
2020-04-08;383;47
2020-04-08;384;17
2020-04-08;385;31
2020-04-08;388;23
2020-04-08;392;180
2020-04-08;394;132
2020-04-08;396;60
2020-04-08;397;74
2020-04-08;398;53
2020-04-08;399;24
2020-04-08;400;18
2020-04-08;402;45
2020-04-08;405;45
2020-04-08;406;32
2020-04-08;415;16
2020-04-08;416;28
2020-04-08;417;17
2020-04-08;420;36
2020-04-08;431;17
2020-04-08;432;4
2020-04-08;437;16
2020-04-08;439;114
2020-04-08;441;43
2020-04-08;448;8
2020-04-08;450;14
2020-04-08;451;26
2020-04-08;453;127
2020-04-08;457;22
2020-04-08;473;24
2020-04-08;479;172
2020-04-08;482;16
2020-04-08;484;78
2020-04-08;489;56
2020-04-08;498;26
2020-04-08;501;20
2020-04-08;502;115
2020-04-08;503;62
2020-04-08;505;112
2020-04-08;512;82
2020-04-08;513;94
2020-04-08;518;440
2020-04-08;523;17
2020-04-08;530;35
2020-04-08;531;15
2020-04-08;532;30
2020-04-08;534;16
2020-04-08;537;52
2020-04-08;542;31
2020-04-08;546;73
2020-04-08;547;13
2020-04-08;553;12
2020-04-08;556;27
2020-04-08;569;27
2020-04-08;575;24
2020-04-08;579;21
2020-04-08;589;36
2020-04-08;590;23
2020-04-08;597;57
2020-04-08;599;863
2020-04-08;603;37
2020-04-08;606;61
2020-04-08;610;21
2020-04-08;613;41
2020-04-08;614;20
2020-04-08;622;87
2020-04-08;626;22
2020-04-08;627;28
2020-04-08;629;20
2020-04-08;632;77
2020-04-08;637;64
2020-04-08;638;6
2020-04-08;642;32
2020-04-08;654;12
2020-04-08;664;34
2020-04-08;668;31
2020-04-08;677;17
2020-04-08;678;10
2020-04-08;687;29
2020-04-08;703;12
2020-04-08;715;48
2020-04-08;716;77
2020-04-08;717;18
2020-04-08;718;37
2020-04-08;736;49
2020-04-08;737;13
2020-04-08;743;27
2020-04-08;744;3
2020-04-08;748;38
2020-04-08;753;41
2020-04-08;755;72
2020-04-08;756;48
2020-04-08;757;34
2020-04-08;758;321
2020-04-08;762;91
2020-04-08;765;4
2020-04-08;766;45
2020-04-08;770;36
2020-04-08;772;253
2020-04-08;777;91
2020-04-08;779;17
2020-04-08;784;45
2020-04-08;785;50
2020-04-08;786;36
2020-04-08;788;29
2020-04-08;794;162
2020-04-08;796;235
2020-04-08;797;65
2020-04-08;798;21
2020-04-08;809;37
2020-04-08;815;14
2020-04-08;820;22
2020-04-08;823;30
2020-04-08;824;38
2020-04-08;826;60
2020-04-08;828;266
2020-04-08;840;23
2020-04-08;845;51
2020-04-08;847;46
2020-04-08;848;34
2020-04-08;851;31
2020-04-08;852;18
2020-04-08;855;423
2020-04-08;856;193
2020-04-08;858;77
2020-04-08;861;53
2020-04-08;865;63
2020-04-08;866;20
2020-04-08;867;78
2020-04-08;873;13
2020-04-08;879;37
2020-04-08;880;25
2020-04-08;882;64
2020-04-08;888;22
2020-04-08;889;23
2020-04-08;893;8
2020-04-08;899;45
2020-04-08;907;32
2020-04-08;917;151
2020-04-08;928;69
2020-04-08;935;317
2020-04-08;938;35
2020-04-08;944;17
2020-04-08;946;37
2020-04-08;957;73
2020-04-08;965;23
2020-04-08;971;51
2020-04-08;981;14
2020-04-08;983;161
2020-04-08;984;58
2020-04-08;986;21
2020-04-08;988;83
2020-04-08;994;41
2020-04-08;995;55
2020-04-08;1507;62
2020-04-08;1509;23
2020-04-08;1525;26
2020-04-08;1581;54
2020-04-08;1586;25
2020-04-08;1598;19
2020-04-08;1621;93
2020-04-08;1640;86
2020-04-08;1641;41
2020-04-08;1652;119
2020-04-08;1655;33
2020-04-08;1658;33
2020-04-08;1659;65
2020-04-08;1667;13
2020-04-08;1669;32
2020-04-08;1674;78
2020-04-08;1676;19
2020-04-08;1680;7
2020-04-08;1681;3
2020-04-08;1684;32
2020-04-08;1685;74
2020-04-08;1690;20
2020-04-08;1695;4
2020-04-08;1696;13
2020-04-08;1699;8
2020-04-08;1700;22
2020-04-08;1701;15
2020-04-08;1702;45
2020-04-08;1705;43
2020-04-08;1706;93
2020-04-08;1708;25
2020-04-08;1709;28
2020-04-08;1711;52
2020-04-08;1714;11
2020-04-08;1719;35
2020-04-08;1721;165
2020-04-08;1723;39
2020-04-08;1724;28
2020-04-08;1728;35
2020-04-08;1729;28
2020-04-08;1730;29
2020-04-08;1731;13
2020-04-08;1734;78
2020-04-08;1735;32
2020-04-08;1740;51
2020-04-08;1742;57
2020-04-08;1771;55
2020-04-08;1773;24
2020-04-08;1774;51
2020-04-08;1783;106
2020-04-08;1842;11
2020-04-08;1859;15
2020-04-08;1876;18
2020-04-08;1883;173
2020-04-08;1884;12
2020-04-08;1891;6
2020-04-08;1892;45
2020-04-08;1894;197
2020-04-08;1895;4
2020-04-08;1896;74
2020-04-08;1900;41
2020-04-08;1901;19
2020-04-08;1903;87
2020-04-08;1904;54
2020-04-08;1911;42
2020-04-08;1916;43
2020-04-08;1924;185
2020-04-08;1926;42
2020-04-08;1930;77
2020-04-08;1931;71
2020-04-08;1940;34
2020-04-08;1942;52
2020-04-08;1945;106
2020-04-08;1948;329
2020-04-08;1949;40
2020-04-08;1950;5
2020-04-08;1952;10
2020-04-08;1954;57
2020-04-08;1955;22
2020-04-08;1959;67
2020-04-08;1960;85
2020-04-08;1961;112
2020-04-08;1963;116
2020-04-08;1966;18
2020-04-08;1969;39
2020-04-08;1970;7
2020-04-08;1978;51
2020-04-09;3;2
2020-04-09;10;13
2020-04-09;14;120
2020-04-09;24;2
2020-04-09;34;137
2020-04-09;37;2
2020-04-09;47;5
2020-04-09;50;16
2020-04-09;59;5
2020-04-09;72;7
2020-04-09;74;43
2020-04-09;80;42
2020-04-09;85;2
2020-04-09;86;13
2020-04-09;90;19
2020-04-09;93;1
2020-04-09;98;8
2020-04-09;106;26
2020-04-09;109;33
2020-04-09;114;39
2020-04-09;118;31
2020-04-09;119;21
2020-04-09;141;51
2020-04-09;147;34
2020-04-09;148;38
2020-04-09;150;89
2020-04-09;153;119
2020-04-09;158;25
2020-04-09;160;84
2020-04-09;163;37
2020-04-09;164;72
2020-04-09;166;150
2020-04-09;168;13
2020-04-09;171;20
2020-04-09;173;30
2020-04-09;175;27
2020-04-09;177;40
2020-04-09;180;27
2020-04-09;183;51
2020-04-09;184;28
2020-04-09;189;21
2020-04-09;193;180
2020-04-09;197;18
2020-04-09;200;133
2020-04-09;202;115
2020-04-09;203;57
2020-04-09;209;36
2020-04-09;213;18
2020-04-09;214;19
2020-04-09;216;36
2020-04-09;221;11
2020-04-09;222;42
2020-04-09;225;38
2020-04-09;226;23
2020-04-09;228;109
2020-04-09;230;47
2020-04-09;232;56
2020-04-09;233;49
2020-04-09;243;51
2020-04-09;244;28
2020-04-09;246;71
2020-04-09;252;37
2020-04-09;262;24
2020-04-09;263;19
2020-04-09;267;37
2020-04-09;268;336
2020-04-09;269;63
2020-04-09;273;14
2020-04-09;274;35
2020-04-09;275;49
2020-04-09;277;2
2020-04-09;279;13
2020-04-09;281;50
2020-04-09;285;37
2020-04-09;289;20
2020-04-09;293;13
2020-04-09;294;10
2020-04-09;296;69
2020-04-09;297;30
2020-04-09;299;42
2020-04-09;301;34
2020-04-09;302;87
2020-04-09;303;39
2020-04-09;307;103
2020-04-09;308;21
2020-04-09;310;69
2020-04-09;312;18
2020-04-09;313;20
2020-04-09;317;7
2020-04-09;321;71
2020-04-09;327;29
2020-04-09;331;26
2020-04-09;335;29
2020-04-09;339;9
2020-04-09;340;12
2020-04-09;342;54
2020-04-09;344;480
2020-04-09;345;58
2020-04-09;351;18
2020-04-09;352;16
2020-04-09;353;57
2020-04-09;355;78
2020-04-09;356;59
2020-04-09;358;25
2020-04-09;361;130
